bg2010gj,bg2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G17001900007002,170190007002,G1700190011002,17019011002,0.0004411044,0,0,0,0,0,0,0
G17001900007003,170190007003,G1700190000700,17019000700,1,1,1,1,1,1,1,1
G17001900008001,170190008001,G1700190000800,17019000800,1,1,1,1,1,1,1,1
G17001900008002,170190008002,G1700190000800,17019000800,0.9999974882,1,1,1,1,1,1,1
G17001900008002,170190008002,G1700190005300,17019005300,0.0000025118,0,0,0,0,0,0,0
G17001900009011,170190009011,G1700190000901,17019000901,1,1,1,1,1,1,1,1
G17001900009012,170190009012,G1700190000901,17019000901,1,1,1,1,1,1,1,1
G17001900009013,170190009013,G1700190000901,17019000901,1,1,1,1,1,1,1,1
G17001900009021,170190009021,G1700190000902,17019000902,1,1,1,1,1,1,1,1
G17001900009022,170190009022,G1700190000902,17019000902,1,1,1,1,1,1,1,1
G17001900010001,170190010001,G1700190001000,17019001000,1,1,1,1,1,1,1,1
G17001900010002,170190010002,G1700190001000,17019001000,1,1,1,1,1,1,1,1
G17001900010003,170190010003,G1700190001000,17019001000,1,1,1,1,1,1,1,1
G17001900010004,170190010004,G1700190001000,17019001000,1,1,1,1,1,1,1,1
G17001900010005,170190010005,G1700190001000,17019001000,1,1,1,1,1,1,1,1
G17001900011001,170190011001,G1700190001100,17019001100,1,1,1,1,1,1,1,1
G17001900011002,170190011002,G1700190001100,17019001100,1,1,1,1,1,1,1,1
G17001900011003,170190011003,G1700190001100,17019001100,1,1,1,1,1,1,1,1
G17001900012011,170190012011,G1700190001201,17019001201,1,1,1,1,1,1,1,1
G17001900012012,170190012012,G1700190001201,17019001201,1,1,1,1,1,1,1,1
G17001900012013,170190012013,G1700190001201,17019001201,1,1,1,1,1,1,1,1
G17001900012014,170190012014,G1700190001201,17019001201,1,1,1,1,1,1,1,1
G17001900012015,170190012015,G1700190001201,17019001201,1,1,1,1,1,1,1,1
G17001900012031,170190012031,G1700190001203,17019001203,1,1,1,1,1,1,1,1
G17001900012032,170190012032,G1700190001203,17019001203,1,1,1,1,1,1,1,1
G17001900012033,170190012033,G1700190001203,17019001203,1,1,1,1,1,1,1,1
G17001900012034,170190012034,G1700190001203,17019001203,1,1,1,1,1,1,1,1
G17001900012041,170190012041,G1700190001204,17019001204,1,1,1,1,1,1,1,1
G17001900012051,170190012051,G1700190001205,17019001205,1,1,1,1,1,1,1,1
G17001900012052,170190012052,G1700190001205,17019001205,1,1,1,1,1,1,1,1
G17001900012053,170190012053,G1700190001205,17019001205,1,1,1,1,1,1,1,1
G17001900012061,170190012061,G1700190001206,17019001206,1,1,1,1,1,1,1,1
G17001900012062,170190012062,G1700190001206,17019001206,1,1,1,1,1,1,1,1
G17001900013011,170190013011,G1700190001301,17019001301,0.9999379471,1,1,1,1,1,1,1
G17001900013011,170190013011,G1700190001302,17019001302,0.0000620529,0,0,0,0,0,0,0
G17001900013012,170190013012,G1700190001301,17019001301,1,1,1,1,1,1,1,1
G17001900013013,170190013013,G1700190001301,17019001301,1,1,1,1,1,1,1,1
G17001900013014,170190013014,G1700190001301,17019001301,1,1,1,1,1,1,1,1
G17001900013015,170190013015,G1700190001301,17019001301,1,1,1,1,1,1,1,1
G17001900013021,170190013021,G1700190001302,17019001302,1,1,1,1,1,1,1,1
G17001900013022,170190013022,G1700190001302,17019001302,1,1,1,1,1,1,1,1
G17001900014001,170190014001,G1700190001400,17019001400,0.9697775977,1,1,1,1,1,1,1
G17001900014001,170190014001,G1700190006000,17019006000,0.0302224023,0,0,0,0,0,0,0
G17001900014002,170190014002,G1700190001400,17019001400,1,1,1,1,1,1,1,1
G17001900053001,170190053001,G1700190000200,17019000200,0.0017488401,0.0077752924,0.0077812002,0.0059932227,0.008054911,0.0082741116,0.0055492803,0.0081153304
G17001900053001,170190053001,G1700190005300,17019005300,0.9934478107,0.9917516707,0.9917405597,0.9940067773,0.9912525683,0.9911979053,0.965038955,0.9918846696
G17001900053001,170190053001,G1700190005401,17019005401,0,0,0,0,0,0,0,0
G17001900053001,170190053001,G1700190005402,17019005402,0,0,0,0,0,0,0,0
G17001900053001,170190053001,G1700190010604,17019010604,0.0048033492,0.0004730369,0.0004782401,0,0.0006925208,0.0005279831,0.0294117647,0
G17001900053002,170190053002,G1700190005300,17019005300,1,1,1,1,1,1,1,1
G17001900053003,170190053003,G1700190000200,17019000200,0.0252372894,0.0016051364,0.0022421525,0,0.004048583,0.0036900369,0.0063291139,0
G17001900053003,170190053003,G1700190005300,17019005300,0.9747627106,0.9983948636,0.9977578475,1,0.995951417,0.9963099631,0.9936708861,1
G17001900053004,170190053004,G1700190000200,17019000200,0.0035729146,0,0,0,0,0,0,0
G17001900053004,170190053004,G1700190005300,17019005300,0.9964270854,1,1,1,1,1,1,1
G17001900054011,170190054011,G1700190005401,17019005401,1,1,1,1,1,1,1,1
G17001900054012,170190054012,G1700190005401,17019005401,1,1,1,1,1,1,1,1
G17001900054013,170190054013,G1700190005401,17019005401,0.9316048298,1,1,1,1,1,1,1
G17001900054013,170190054013,G1700190005402,17019005402,0.0683951702,0,0,0,0,0,0,0
G17001900054014,170190054014,G1700190005401,17019005401,0.9084806948,0.9982030548,0.9974968711,0.9959183673,0.9978165939,0.9979423868,0.996124031,1
G17001900054014,170190054014,G1700190005402,17019005402,0.0915193052,0.0017969452,0.0025031289,0.0040816327,0.0021834061,0.0020576132,0.003875969,0
G17001900054015,170190054015,G1700190005401,17019005401,1,1,1,1,1,1,1,1
G17001900054021,170190054021,G1700190005402,17019005402,1,1,1,1,1,1,1,1
G17001900054022,170190054022,G1700190005402,17019005402,1,1,1,1,1,1,1,1
G17001900054023,170190054023,G1700190005402,17019005402,1,1,1,1,1,1,1,1
G17001900055001,170190055001,G1700190005500,17019005500,1,1,1,1,1,1,1,1
G17001900055002,170190055002,G1700190005500,17019005500,1,1,1,1,1,1,1,1
G17001900055003,170190055003,G1700190005500,17019005500,1,1,1,1,1,1,1,1
G17001900055004,170190055004,G1700190005500,17019005500,1,1,1,1,1,1,1,1
G17001900055005,170190055005,G1700190005500,17019005500,1,1,1,1,1,1,1,1
G17001900056001,170190056001,G1700190005601,17019005601,0.9987115423,0.9968091895,0.9990950226,0.9973890339,0.9984251969,0.9987357775,1,0.9965517241
G17001900056001,170190056001,G1700190005602,17019005602,0.0012884577,0.0031908105,0.0009049774,0.0026109661,0.0015748031,0.0012642225,0,0.0034482759
G17001900056002,170190056002,G1700190005601,17019005601,1,1,1,1,1,1,1,1
G17001900056003,170190056003,G1700190005601,17019005601,1,1,1,1,1,1,1,1
G17001900056004,170190056004,G1700190005601,17019005601,1,1,1,1,1,1,1,1
G17001900056005,170190056005,G1700190005601,17019005601,0.0668651653,0.7441423822,0.7102207344,0.7105227908,0.7159572312,0.7122935977,0.658713739,0.84480052
G17001900056005,170190056005,G1700190005602,17019005602,0.9192805045,0.2558576178,0.2897792656,0.2894772092,0.2840427688,0.2877064023,0.341286261,0.15519948
G17001900056005,170190056005,G1700190005702,17019005702,0.0138543302,0,0,0,0,0,0,0
G17001900057011,170190057011,G1700190005701,17019005701,1,1,1,1,1,1,1,1
G17001900057012,170190057012,G1700190005701,17019005701,1,1,1,1,1,1,1,1
G17001900057013,170190057013,G1700190005701,17019005701,1,1,1,1,1,1,1,1
G17001900057014,170190057014,G1700190005701,17019005701,1,1,1,1,1,1,1,1
G17001900057021,170190057021,G1700190005602,17019005602,0.0726616617,0.5432835821,0.556231003,0.4383164006,0.5885072655,0.6081730769,0.2667660209,0.8446026097
G17001900057021,170190057021,G1700190005702,17019005702,0.9273383383,0.4567164179,0.443768997,0.5616835994,0.4114927345,0.3918269231,0.7332339791,0.1553973903
G17001900058001,170190058001,G1700190005800,17019005800,1,1,1,1,1,1,1,1
G17001900058002,170190058002,G1700190005800,17019005800,1,1,1,1,1,1,1,1
G17001900058003,170190058003,G1700190005800,17019005800,1,1,1,1,1,1,1,1
G17001900058004,170190058004,G1700190005800,17019005800,1,1,1,1,1,1,1,1
G17001900058005,170190058005,G1700190005800,17019005800,1,1,1,1,1,1,1,1
G17001900059001,170190059001,G1700190005902,17019005902,1,1,1,1,1,1,1,1
G17001900059002,170190059002,G1700190001400,17019001400,0.0001050584,0,0,0,0,0,0,0
G17001900059002,170190059002,G1700190005902,17019005902,0.9998949416,1,1,1,1,1,1,1
G17001900059003,170190059003,G1700190005901,17019005901,0.7904594223,1,1,1,1,1,1,1
G17001900059003,170190059003,G1700190005902,17019005902,0.2095405777,0,0,0,0,0,0,0
G17001900060001,170190060001,G1700190006000,17019006000,1,1,1,1,1,1,1,1
G17001900060002,170190060002,G1700190006000,17019006000,1,1,1,1,1,1,1,1
G17001900101001,170190101001,G1700190010100,17019010100,1,1,1,1,1,1,1,1
G17001900101002,170190101002,G1700190010100,17019010100,1,1,1,1,1,1,1,1
G17001900101003,170190101003,G1700190010100,17019010100,1,1,1,1,1,1,1,1
G17001900101004,170190101004,G1700190010100,17019010100,1,1,1,1,1,1,1,1
G17001900101005,170190101005,G1700190010100,17019010100,1,1,1,1,1,1,1,1
G17001900102041,170190102041,G1700190010204,17019010204,0.9928787355,0.9994020691,0.9994776465,0.9994103736,0.9995195637,0.999547167,0.9997560167,0.998923291
G17001900102041,170190102041,G1700190010300,17019010300,0.0071212645,0.0005979309,0.0005223535,0.0005896264,0.0004804363,0.000452833,0.0002439833,0.001076709
G17001900102042,170190102042,G1700190010100,17019010100,0.0430254454,0.0053763441,0.0072859745,0.0056179775,0.0094339623,0.0106666667,0.0074074074,0.0109289617
G17001900102042,170190102042,G1700190010204,17019010204,0.9569745546,0.9946236559,0.9927140255,0.9943820225,0.9905660377,0.9893333333,0.9925925926,0.9890710383
G17001900102043,170190102043,G1700190010204,17019010204,0.9923014233,0.9650271091,0.9658112933,0.9684994014,0.9661900758,0.9650682161,0.9635926494,0.9752654211
G17001900102043,170190102043,G1700190010300,17019010300,0.0076985767,0.0349728909,0.0341887067,0.0315005986,0.0338099242,0.0349317839,0.0364073506,0.0247345789
G17001900102044,170190102044,G1700190010204,17019010204,1,1,1,1,1,1,1,1
G17001900102045,170190102045,G1700190010204,17019010204,0.9723279932,1,1,1,1,1,1,1
G17001900102045,170190102045,G1700190010400,17019010400,0.0276720068,0,0,0,0,0,0,0
G17001900103001,170190103001,G1700190010204,17019010204,0.0349312843,0.0073696145,0.0129740519,0,0,0,0,0
G17001900103001,170190103001,G1700190010300,17019010300,0.9650687157,0.9926303855,0.9870259481,1,1,1,1,1
G17001900103002,170190103002,G1700190010204,17019010204,0.0019591751,0,0,0,0,0,0,0
G17001900103002,170190103002,G1700190010300,17019010300,0.9980408249,1,1,1,1,1,1,1
G17001900104001,170190104001,G1700190010400,17019010400,1,1,1,1,1,1,1,1
G17001900104002,170190104002,G1700190010400,17019010400,1,1,1,1,1,1,1,1
G17001900104003,170190104003,G1700190010400,17019010400,1,1,1,1,1,1,1,1
G17001900104004,170190104004,G1700190010400,17019010400,1,1,1,1,1,1,1,1
G17001900104005,170190104005,G1700190010400,17019010400,1,1,1,1,1,1,1,1
G17001900105001,170190105001,G1700190010500,17019010500,1,1,1,1,1,1,1,1
G17001900105002,170190105002,G1700190010500,17019010500,1,1,1,1,1,1,1,1
G17001900105003,170190105003,G1700190010500,17019010500,1,1,1,1,1,1,1,1
G17001900105004,170190105004,G1700190010500,17019010500,1,1,1,1,1,1,1,1
G17001900106011,170190106011,G1700190010601,17019010601,1,1,1,1,1,1,1,1
G17001900106011,170190106011,G1700190010603,17019010603,0,0,0,0,0,0,0,0
G17001900106012,170190106012,G1700190010601,17019010601,1,1,1,1,1,1,1,1
G17001900106012,170190106012,G1700190010603,17019010603,0,0,0,0,0,0,0,0
G17001900106013,170190106013,G1700190010601,17019010601,0.9998713997,1,1,1,1,1,1,1
G17001900106013,170190106013,G1700190010603,17019010603,0.0001286003,0,0,0,0,0,0,0
G17001900106031,170190106031,G1700190010603,17019010603,0.9993597024,0.998011836,0.9978182828,0.9987687755,0.997634453,0.997762227,0.9981385859,0.9948388065
G17001900106031,170190106031,G1700190010604,17019010604,0.0006402976,0.001988164,0.0021817172,0.0012312245,0.002365547,0.002237773,0.0018614141,0.0051611935
G17001900106032,170190106032,G1700190010603,17019010603,1,1,1,1,1,1,1,1
G17001900106033,170190106033,G1700190010603,17019010603,1,1,1,1,1,1,1,1
G17001900106041,170190106041,G1700190000800,17019000800,0.0009979255,0,0,0,0,0,0,0
G17001900106041,170190106041,G1700190000902,17019000902,0.0001399365,0,0,0,0,0,0,0
G17001900106041,170190106041,G1700190005300,17019005300,0.0000027027,0,0,0,0,0,0,0
G17001900106041,170190106041,G1700190010604,17019010604,0.9988594354,1,1,1,1,1,1,1
G17001900106042,170190106042,G1700190010604,17019010604,1,1,1,1,1,1,1,1
G17001900107001,170190107001,G1700190010400,17019010400,0.0001353791,0,0,0,0,0,0,0
G17001900107001,170190107001,G1700190010702,17019010702,0.9998646209,1,1,1,1,1,1,1
G17001900107002,170190107002,G1700190010702,17019010702,1,1,1,1,1,1,1,1
G17001900107003,170190107003,G1700190010701,17019010701,1,1,1,1,1,1,1,1
G17001900107004,170190107004,G1700190010701,17019010701,1,1,1,1,1,1,1,1
G17001900107005,170190107005,G1700190010702,17019010702,1,1,1,1,1,1,1,1
G17001900107006,170190107006,G1700190010701,17019010701,0.0005013863,0.0164870006,0.0203735144,0.020242915,0.0205831904,0.0198347107,0.0210727969,0.0163934426
G17001900107006,170190107006,G1700190010702,17019010702,0.9994986137,0.9835129994,0.9796264856,0.979757085,0.9794168096,0.9801652893,0.9789272031,0.9836065574
G17001900108001,170190108001,G1700190010800,17019010800,1,1,1,1,1,1,1,1
G17001900108002,170190108002,G1700190010800,17019010800,1,1,1,1,1,1,1,1
G17001900108003,170190108003,G1700190010800,17019010800,1,1,1,1,1,1,1,1
G17001900108004,170190108004,G1700190010800,17019010800,1,1,1,1,1,1,1,1
G17001900108005,170190108005,G1700190010800,17019010800,1,1,1,1,1,1,1,1
G17001900109001,170190109001,G1700190010901,17019010901,1,1,1,1,1,1,1,1
G17001900109002,170190109002,G1700190010901,17019010901,1,1,1,1,1,1,1,1
G17001900109003,170190109003,G1700190010901,17019010901,0.9750693486,0.9962382771,0.9949296535,0.9932093574,0.995362488,0.9934915412,0.9971098266,0.9896045911
G17001900109003,170190109003,G1700190010902,17019010902,0.0249306514,0.0037617229,0.0050703465,0.0067906426,0.004637512,0.0065084588,0.0028901734,0.0103954089
G17001900109004,170190109004,G1700190010901,17019010901,0.9700619548,1,1,1,1,1,1,1
G17001900109004,170190109004,G1700190010902,17019010902,0.0299380452,0,0,0,0,0,0,0
G17001900109005,170190109005,G1700190010901,17019010901,0.1915181347,0.2948638614,0.3328044427,0.1668946648,0.3035048471,0.3075299085,0.144,0.5059221658
G17001900109005,170190109005,G1700190010902,17019010902,0.8084818653,0.7051361386,0.6671955573,0.8331053352,0.6964951529,0.6924700915,0.856,0.4940778342
G17001900109006,170190109006,G1700190010902,17019010902,1,1,1,1,1,1,1,1
G17001900109007,170190109007,G1700190010902,17019010902,1,1,1,1,1,1,1,1
G17001900109008,170190109008,G1700190010901,17019010901,0.3082854602,0.330264672,0.3436578171,0.3218390805,0.3519553073,0.3526315789,0.3588235294,0.2222222222
G17001900109008,170190109008,G1700190010902,17019010902,0.6917145398,0.669735328,0.6563421829,0.6781609195,0.6480446927,0.6473684211,0.6411764706,0.7777777778
G17001900110001,170190110001,G1700190011001,17019011001,0.5159559614,0.3829201102,0.3854014599,0.2926829268,0.405511811,0.4147727273,0.4130434783,0.4038461538
G17001900110001,170190110001,G1700190011002,17019011002,0.4840440386,0.6170798898,0.6145985401,0.7073170732,0.594488189,0.5852272727,0.5869565217,0.5961538462
G17001900110002,170190110002,G1700190011001,17019011001,0.9138472289,0.9467723669,0.9527665317,0.9588235294,0.9551282051,0.9505928854,0.9700598802,0.9468438538
G17001900110002,170190110002,G1700190011002,17019011002,0.0861527711,0.0532276331,0.0472334683,0.0411764706,0.0448717949,0.0494071146,0.0299401198,0.0531561462
G17001900110003,170190110003,G1700190011001,17019011001,1,1,1,1,1,1,1,1
G17001900110004,170190110004,G1700190011002,17019011002,1,1,1,1,1,1,1,1
G17001900110005,170190110005,G1700190011001,17019011001,0.0831845466,0.1011396011,0.1043219076,0.0833333333,0.1360544218,0.1142857143,0.3921568627,0.1025641026
G17001900110005,170190110005,G1700190011002,17019011002,0.9168154534,0.8988603989,0.8956780924,0.9166666667,0.8639455782,0.8857142857,0.6078431373,0.8974358974
G17001900111001,170190111001,G1700190005800,17019005800,0.0180077448,0,0,0,0,0,0,0
G17001900111001,170190111001,G1700190011100,17019011100,0.9819922552,1,1,1,1,1,1,1
G17001900111002,170190111002,G1700190011100,17019011100,1,1,1,1,1,1,1,1
G17001900111003,170190111003,G1700190011100,17019011100,1,1,1,1,1,1,1,1
G17002109581001,170219581001,G1700210958100,17021958100,0.9983391999,0.9934165699,0.9932523989,0.9928429141,0.9919114421,0.9926908083,0.990591949,0.9995696762
G17002109581001,170219581001,G1701150002800,17115002800,0.0016608001,0.0065834301,0.0067476011,0.0071570859,0.0080885579,0.0073091917,0.009408051,0.0004303238
G17002109581002,170219581002,G1700210958100,17021958100,1,1,1,1,1,1,1,1
G17002109581003,170219581003,G1700210958100,17021958100,0.9995405424,1,1,1,1,1,1,1
G17002109581003,170219581003,G1700210958200,17021958200,0.0004594576,0,0,0,0,0,0,0
G17002109582001,170219582001,G1700210958200,17021958200,1,1,1,1,1,1,1,1
G17002109582002,170219582002,G1700210958200,17021958200,1,1,1,1,1,1,1,1
G17002109582003,170219582003,G1700210958200,17021958200,1,1,1,1,1,1,1,1
G17002109582004,170219582004,G1700210958200,17021958200,1,1,1,1,1,1,1,1
G17002109583001,170219583001,G1700210958300,17021958300,0.8431847545,0.9995538839,0.9995193393,0.9995755696,0.9994874867,0.9994943743,0.9996504828,0.9990396148
G17002109583001,170219583001,G1700210958500,17021958500,0.1568152455,0.0004461161,0.0004806607,0.0004244304,0.0005125133,0.0005056257,0.0003495172,0.0009603852
G17002109583002,170219583002,G1700210958300,17021958300,1,1,1,1,1,1,1,1
G17002109583003,170219583003,G1700210958300,17021958300,1,1,1,1,1,1,1,1
G17002109583004,170219583004,G1700210958300,17021958300,0.9645574456,0.9882055602,0.9883597884,0.9874213836,0.9891107078,0.9901800327,0.9898477157,0.9872611465
G17002109583004,170219583004,G1700210958400,17021958400,0.0354425544,0.0117944398,0.0116402116,0.0125786164,0.0108892922,0.0098199673,0.0101522843,0.0127388535
G17002109584001,170219584001,G1700210958400,17021958400,1,1,1,1,1,1,1,1
G17002109584002,170219584002,G1700210958400,17021958400,1,1,1,1,1,1,1,1
G17002109584003,170219584003,G1700210958400,17021958400,1,1,1,1,1,1,1,1
G17002109584004,170219584004,G1700210958400,17021958400,0.9998437969,1,1,1,1,1,1,1
G17002109584004,170219584004,G1700210959000,17021959000,0.0001562031,0,0,0,0,0,0,0
G17002109584005,170219584005,G1700210958400,17021958400,1,1,1,1,1,1,1,1
G17002109585001,170219585001,G1700210958500,17021958500,0.9535469725,0.9912836767,0.9908163265,0.9900332226,0.99,0.9877622378,0.9888475836,0.9913419913
G17002109585001,170219585001,G1700210959000,17021959000,0.0464530275,0.0087163233,0.0091836735,0.0099667774,0.01,0.0122377622,0.0111524164,0.0086580087
G17002109585002,170219585002,G1700210958400,17021958400,0.0087133073,0.0006890869,0.0007417028,0.0012084887,0.0007241147,0.0006083549,0.0012250434,0
G17002109585002,170219585002,G1700210958500,17021958500,0.9912866927,0.9993109131,0.9992582972,0.9987915113,0.9992758853,0.9993916451,0.9987749566,1
G17002109585003,170219585003,G1700210958500,17021958500,1,1,1,1,1,1,1,1
G17002109586001,170219586001,G1700210958600,17021958600,1,1,1,1,1,1,1,1
G17002109586002,170219586002,G1700210958600,17021958600,1,1,1,1,1,1,1,1
G17002109586003,170219586003,G1700210958600,17021958600,1,1,1,1,1,1,1,1
